Species,SRR7162297,SRR7162298,SRR7162299,SRR7162301,SRR7162302,SRR7162303,SRR7162304,SRR7162305,SRR7162306,SRR7162307,SRR7162308,SRR7162309,SRR7162311,SRR7162315,SRR7162316,SRR7162318,SRR7162320,SRR7162321,SRR7162322,SRR7162323,SRR7162325,SRR7162326,SRR7162331,SRR7162332,SRR7162334,SRR7162335,SRR7162336,SRR7162339,SRR7162340,SRR7162343,SRR7162344,SRR7162345,SRR7162346,SRR7162347,SRR7162349,SRR7162351,SRR7162352,SRR7162353,SRR7162355,SRR7162356,SRR7162358,SRR7162359,SRR7162361,SRR7162362,SRR7162363,SRR7162365,SRR7162366,SRR7162370,SRR7162372,SRR7162374,SRR7162377,SRR7162378,SRR7162379,SRR7162380,SRR7162382,SRR7162383,SRR7162386,SRR7162387,SRR7162388,SRR7162389,SRR7162393,SRR7162396,SRR7162398,SRR7162399,SRR7162400,SRR7162401,SRR7162402,SRR7162403,SRR7162404,SRR7162405,SRR7162407,SRR7162408,SRR7162410,SRR7162411,SRR7162413,SRR7162414,SRR7162415,SRR7162416,SRR7162418,SRR7162421,SRR7162422,SRR7162423,SRR7162424,SRR7162425,SRR7162426,SRR7162427,SRR7162428
Pelobacter propionicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.921455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelodictyon luteolum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelotomaculum thermopropionicum,0,0,0,0,0,0,0,0,0,0,0,149.45995,0,0,0,0,85.97844,0,0,0,0,166.19786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.06123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Persephonella marina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.974144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petrotoga mobilis,0,0,0,0,0,0,0,0,0,0,111.79726,0,0,0,103.26804,0,0,0,0,0,0,0,0,120.038445,0,0,0,0,0,0,0,186.6237,0,0,0,0,0,150.78769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32539.639,0,0,0,0,0,0,5855.42,0,410.02005,0,0,0,0,0,0,0,223.79088,0,0,0,0,91.15302,0,0,0,0,0,1647.3561,0,0,0,0,0
Photobacterium profundum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.4635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Photorhabdus asymbiotica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.62036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802.5426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pirellula staleyi,0,0,0,0,0,0,133.51941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planctomyces limnophilus,0,0,0,0,109.84631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.99329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10903.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polaromonas naphthalenivorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polynucleobacter necessarius,0,1216.347,229.74053,515.52464,0,0,0,0,125.932205,543.84823,0,0,0,0,0,275.60993,109.88141,0,1577.6935,0,0,0,0,0,364.66933,576.01337,0,0,297.23643,0,2985.0495,925.00931,0,0,0,0,104.84887,0,0,0,108.95843,643.57204,2955.760236,124.85142,1791.10751,540.41671,1250.954,2174.43449,616.54372,0,0,0,0,1507.4973,0,0,0,0,67.47361,727.601936,0,0,0,0,251.3261,0,3706.6096,1525.99213,325.90646,323.31845,0,0,0,266.78134,0,101.34911,0.029325997,1125.5569,106.76786,775.07795,0,6765.35965,667.02763,839.46053,256.49335,448.27872,0
Porphyromonas asaccharolytica,83.14955,0,585.22613,251.768606,4864.03865,273.74475,312.853098,0,0,464.855356,695.84845,0,0,108.22574,137.97299,265.58687,248.398179,0,3294.720163,0,0,1006.52098,186.33636,637.711495,2535.96533,0,0,95.723434,169.12949,0,0,184.77142,255.09457,0,0,1116.1382,0,0,219.257146,98.04196,1825.02264,0,0,514.01867,0,57.211647,218.24142,0,56.41589,79.26161,0,0,0,0,0,3237.65095,1393.22351,0,0,0,384.25052,160.22252,116.61896,464.3911,3422.731639,2679.53934,0,542.42767,0,0,4932.708515,0,92.402084,383.56442,0,0,371.9162083,772.59235,0,0,0,207.851515,217.795596,0,306.9463,1362.95938,136.63196
Porphyromonas gingivalis,0,0,75.03766,121.272514,108.17981,0,160.01289,0,0,122.0287,0,0,0,0,0,90.92381,137.81389,0,399.43003,0,0,120.02081,0,0,0,0,0,101.60692,0,0,199.639296,0,0,0,0,259.00055,0,0,138.2583,0,0,0,0,276.141725,0,0,0,0,80.00952,0,0,0,258.42063,107.26612,0,0,0,0,0,298.61256,0,292.38257,0,621.45274,0,0,0,0,251.55966,0,182.623391,0,48.524807,0,0,0,0,0,0,0,117.56187,252.31833,271.143054,0,0,904.2978,0
Prevotella denticola,0,0,0,44160.252,0,0,0,0,0,0,0,0,0,0,0,0,4618.2236,0,1806.8665,0,0,0,0,104.97013,0,0,0,29666.016,0,0,0,0,0,0,0,0,0,0,0,0,0,28966.802,0,8664.39492,0,0,0,0,30926.835,47212.84313,0,0,0,0,804.77948,6.3699517,20872.283,0,0,0,0,0,0,0,550.68664,0,0,0,0,0,0,0,0,0,0,0,3.9533565,4887.566395,452.11221,0,0,0,0,0,0,0,0
Prevotella melaninogenica,2177.0631,0,18796.258,55757.613,10950.527,0,0,0,0,992.55178,131.76755,8872.598,0,0,106.65063,9598.516,13550.58455,0,9900.04779,0,0,3196.6082,0,76.42087,0,0,0,1542.3718,84.42948,0,13776.462,0,0,0,0,0,0,0,0,0,0,28652.76,0,12361.32214,0,0,19124.65563,0,25949.1547,28578.078,0,0,33362.45,0,1329.35478,4.178742,21022.495,52271.8,12692.307,24246.729,0,0,0,4606.3477,1091.738286,0,0,13870.47,0,0,1334.83318,0,0,61534.33,0,0,447.4944908,43803.76564,430.39739,0,0,37135.435,26351.9042,0,0,0,0
Prevotella ruminicola,436.25688,0,16479.112,105595.4937,7677.02693,1531.272,0,0,214.5397,217.07588,0,0,0,92.969826,78.44584,25957.6334,26853.35816,0,35660.77025,0,0,2881.618,122.913086,769.50793,311.68605,0,60.781895,0,0,0,2759.6338,108.63471,0,0,0,161520.497,138.65813,0,0,334.15877,0,68547.233,0,27052.95313,0,0,17097.42034,0,16970.14423,246043.403,0,0,0,0,625.79132,26.3516647,78932.0655,0,55270.283,49124.86991,8496.848,186.86572,0,0,2190.12811,950.7301,0,421.81262,0,0,5595.7747,0,95.98753,0,0,7757.09,415.2962649,77186.08873,1834.77736,59.92208,0,15303.9287,22759.2332,0,340.76072,14998.91513,0
Proteus mirabilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4175.424886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2092.83339,0,0,0,0,0,0,0,0,0,0,0,0,74.1836,0,0,0,41305.8808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudogulbenkiania sp. NH8B,0,0,0,0,0,641.7708,0,0,151.55899,0,0,0,0,0,0,0,268.07874,0,0,0,864.3654,0,298.04584,0,1713.3968,746.3183,0,0,101.62805,0,0,0,0,0,0,0,222.0381,842.18353,481.7509,0,0,0,0,973.67126,0,650.1445,0,0,0,0,0,0,622.7682,0,755.634,0,0,0,129.81726,186.73532,0,0,0,0,0,343.33997,0,0,1860.9382,1100.4501,0,0,578.26917,301.71042,1804.824,0,528.5854,361.25064,301.01106,0,0,0,164.39308,0,0,512.9928,0
Pseudonocardia dioxanivorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.37564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychromonas ingrahamii,0,0,0,0,572.86737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.601585,0,0,0
Pusillimonas sp. T7-7,0,0,0,171.79749,0,0,0,0,135.15451,0,0,0,0,126.08651,0,0,0,0,0,281.15286,0,0,0,0,378.8242,0,0,0,0,0,98.25491,406.14502,0,0,0,0,104.07639,0,0,0,99.00769,595.19827,0,0,685.6898,0,0,0,286.791614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.32283,0,101.799545,3954.5596,0,1694.5537,0,0,0,0,309.26968,0,0,0,0,0,460.91177,0,0,238.27368,446.27753,0,319.09732,0
Ralstonia pickettii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375.37354,0
Ralstonia solanacearum,0,0,0,0,0,0,0,0,141.65909,118.73141,0,0,0,0,0,0,74.8529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.00255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.812546,0,0,0
Rhizobium leguminosarum,0,0,0,0,0,0,97.88585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodobacter sphaeroides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.06388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodopirellula baltica,0,0,120.03569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.61739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodospirillum centenum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.59595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11202.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodospirillum rubrum,0,0,0,0,0,0,8839.955149,0,0,0,0,0,0,0,0,0,0,0,1405.48537,0,0,0,849.92908,0,0,0,3872.0501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50739.7138,0,0,0,0,0,0,752.50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riemerella anatipestifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robiginitalea biformata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roseburia hominis,14655.63669,12293.5825,9354.260534,12055.32148,7684.767229,3841.082646,28217.56175,29575.3838,5435.044531,10919.33408,5848.64383,29429.45152,16728.5916,9836.568546,6212.533038,19295.91738,9129.226746,246.64099,19498.054,8079.66714,9068.575186,34866.14503,18744.56878,25920.03542,10816.43751,1226.049495,41190.16687,31074.38493,31024.06082,8449.389005,42694.82031,9774.634873,1755.1608,1359.1064,22467.07023,16870.10511,7214.668002,327.562405,1415.15934,4544.675008,12575.36034,13668.95751,4804.959594,5290.99168,15597.99124,23470.20333,17519.68924,87.44383,43188.55293,5012.158687,42619.41857,443.36274,3081.83571,5536.255223,5145.20986,9348.043341,10219.69168,10603.881,11574.42824,13761.30251,55009.72203,19306.56539,9926.638604,1205.10089,5847.598119,17569.64767,15246.19784,29414.0358,4421.161197,16480.43277,15995.4573,0,4157.11102,7522.5839,4224.10536,15065.09104,369.275058,1178.689045,528.73742,44410.21674,2925.170496,11547.69633,6306.574315,2612.902176,28137.92581,24163.81545,8858.635185
Roseiflexus castenholzii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.594986,0,0,0,0,0,0,0,0,0,0,0
Roseiflexus sp. RS-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.19193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rothia dentocariosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.988924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rothia mucilaginosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.398365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069.763993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubrobacter xylanophilus,0,168.86566,0,0,0,767.4969,0,0,0,2220.0955,0,0,0,0,0,375.8598,0,0,0,0,0,0,0,0,0,150.42186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2547.8958,0,0,0,0,0,2008.9806,0,0,0,0,0,0,0,0,0,0,0,0,184.385565,0,1343.8074,0,0,0,0,0,0,0,0,0,0,0,0,0,12147.485,0,0,690.9396,246.95863,0,0,0,0,0,3108.4219,0
Ruminococcus albus,40665.05903,47483.40982,72652.34026,42159.50406,83723.39752,69670.88758,109515.4677,32850.98617,46499.93147,73420.2128,19343.66422,10633.71824,16083.93645,4270.26782,16713.03217,67747.88905,77552.35691,258.48713,81998.44551,9397.65464,3145.70009,94805.28724,128004.3905,73919.52882,4937.32324,8102.64843,172841.025,28476.54389,20984.64159,43816.48314,79747.47726,138854.7624,6548.500305,16143.1148,43530.23355,37820.02764,77904.32518,3427.504332,41134.36985,79210.05895,123335.4321,40312.84527,29767.43326,12206.22911,35686.40569,44146.1835,96816.70945,12608.6182,72125.92493,48979.4598,79611.57572,1395.663295,8400.686717,33160.78116,19939.0001,73039.11437,107250.5826,17760.87223,14946.41289,57267.33562,127611.2588,26246.18904,79223.06594,46577.47701,85837.97581,71937.84353,45092.04399,73500.64653,6364.77745,19711.19185,31976.4402,0,21122.26904,61558.99195,11913.11646,70188.37018,802.0414531,7788.820873,6244.620229,34817.42082,28308.24216,21455.85988,12556.87354,63685.6901,62043.27303,82601.64447,58197.20134
Runella slithyformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467.4263,0,0,0,0,0,0,0,0,0,0,0,0,0,72.20762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669.50214,0,0,0,0,0,0,0,0,0,1822.6995,0,0,0,0,0,19.441017,217.3033,0,0,0,0,0,0,143.77974,0,0
Saccharophagus degradans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.55221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saccharopolyspora erythraea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salmonella bongori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.31104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salmonella enterica,0,191.08981,223.99886,10094.61929,278.95673,0,2183.80284,1749.49812,0,0,0,98.19028,0,19915.076,211.034207,63.426888,189.714785,7174.63655,0,125.878174,2197.73144,2158.87391,0,362.6441,0,0,439.058198,0,0,1155.428044,0,0,0,508.27792,209.87316,0,0,266.09415,746.3852,0,0,0,0,343.17269,145.52493,285.4731,306.47655,108.49514,0,45.652138,0,9959.82749,343.68789,0,0,0,54.763603,0,108.613884,369.133795,106.23646,2562.82014,0,0,0,328.51183,0,0,122.07652,1706.45554,0,53786.65264,0,243.99236,131.14523,0,815.672374,14747.73923,1019.73519,0,0,0,0,7677.89083,0,221.05058,3712.35383
Sebaldella termitidis,0,0,0,0,0,0,0,0,104.32005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.40428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995.0502,72.69439,0,0,0,0,0,0,0,0,0
Selenomonas sputigena,813.066436,0,344.04208,66.70539,0,0,79.58291,17893.69105,4940.6779,832.217996,0,0,0,0,0,100.03976,3761.554829,278.087584,3676.63834,30575.4897,141.109147,3144.45371,89.83496,92.45471,0,280.78553,271.53448,7760.4127,0,0,3463.01371,1121.89819,0,561.45822,0,0,0,393.99107,131.68513,2483.766924,3008.387421,2917.41531,222.57893,1382.571806,0,0,218.310175,266.64984,0,257.678869,101.08877,95.94278,0,124797.364,14620.93347,11298.15117,8319.64896,11625.09176,19142.9122,2890.2131,0,275.8943,83.48534,1775.245191,104.61535,1270.770014,0,5198.84298,0,266.161,2348.48318,0,2623.92736,255.71763,6275.81805,0,0,0,0,8097.79373,30064.68711,3785.716274,0,0,0,271.40543,0
Shewanella denitrificans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.43431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shewanella violacea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5953.1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shigella boydii,0,0,0,86.72603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sideroxydans lithotrophicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.11443,0,0,0,0,0,0,0,1344.03183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.4697,0,0,0,0,0,0,0,0,0,0,0,0,0,105.54552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.4479,0,0,0,0,0,0,0,0,0,0,0,0,0
Slackia heliotrinireducens,0,0,0,0,0,0,0,0,0,1731.333965,0,0,0,0,0,0,0,0,0,0,109.97639,41.348858,0,0,0,0,0,0,0,0,100.39396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.59018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.46138,0,0,0,0,0,0,0,0,0,0,531.31013,0,298.649791,0,0,0,0,0,0,0,307.6177,0
Sorangium cellulosum,0,0,80.80972,0,0,0,0,0,0,0,148.22232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.89901,0,0
Sphaerobacter thermophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.891624,0,0,0,0,0
Sphaerochaeta coccoides,209.31462,0,248.34216,138.74306,493.074785,0,0,121.75517,90.26874,237.86151,0,0,239.14034,0,98.88898,78.19674,57.912106,0,117.67067,111.01127,0,0,394.04261,0,0,0,9355.71678,0,71.15482,17.242752,254.03972,684.39652,0,0,200.08725,145.9725,0,0,99.62779,0,0,160.25983,0,0,0,0,0,0,322.210535,0,123.9408,0,123.783104,0,169.1232,0,0,0,0,161.04202,113.12221,503.92416,0,111.00947,132.63458,74.8649,763.53595,0,127.57179,508.6459,0,0,0,631.7121,0,0,0,0,318.0649,116.18192,0,92.82233,0,213.4159,123.25466,0,0
Sphaerochaeta globus,783.0962,0,0,0,0,0,154.84373,0,0,0,0,0,161.44469,0,0,287.28443,151.30597,0,0,0,0,384.459795,123.59873,166.44656,0,0,70.9558,0,75.38345,25.335175,168.34387,0,0,0,0,0,0,0,0,0,0,0,0,0,87.07061,154.088586,0,0,0,48.42384,0,0,158.94641,0,0,0,0,0,0,0,0,0,0,407.06894,0,0,0,0,0,0,0,0,0,0,0,155.55402,0,0,0,0,0,0,0,0,0,0,0
Sphingobacterium sp. 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.96487,0,0,0,0,0,0,0,0,0,0,0,0,0,134.95628,268.52163,0,0,0,479.61282,0
Sphingobium sp. SYK-6,0,0,0,0,0,0,0,0,0,173.00313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spirochaeta thermophila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.379644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.23522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus,0,0,0,0,0,228.40073,0,0,0,0,0,0,0,0,0,0,65.30959,0,78.57687,0,104.184044,531.88569,0,71.78604,0,0,0,0,0,0,836.586175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.9005,0,0,0,182.8841,0,0,0,0,397.62628,0,0,375.59859,0,0,0,0,0,0,0,0,0,0,0,78.10961,0,0,0,0,0,0,0,0,0,210.0485,0,0,0,0,0
Staphylococcus pseudintermedius,0,101.47803,0,0,0,0,101.768486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
